                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     96,                0.96723,                0.49241,                 1.0652,                0.71874,                0.73652,                0.75996,                0.48894,                 1.2566,                0.76404,                 1.3527,             0.00095919,             0.00095919,             0.00095919
                     97,                 0.9551,                0.49084,                 1.0613,                0.73483,                0.71293,                0.75253,                0.48914,                 1.2609,                0.78886,                 1.3514,             0.00095609,             0.00095609,             0.00095609
                     98,                0.95671,                0.48667,                 1.0636,                0.72105,                0.74739,                 0.7594,                0.49086,                 1.2524,                0.79051,                  1.366,               0.000953,               0.000953,               0.000953
                     99,                0.95123,                0.48517,                 1.0536,                0.71579,                0.75528,                0.77061,                0.49888,                 1.2424,                0.75669,                 1.3231,             0.00094991,             0.00094991,             0.00094991
                    100,                 0.9453,                0.48611,                 1.0554,                0.71815,                0.75016,                0.76527,                0.49192,                 1.2663,                0.78737,                 1.3531,             0.00094681,             0.00094681,             0.00094681
                    101,                 0.9503,                0.48759,                 1.0563,                0.72053,                0.73726,                 0.7701,                0.49707,                 1.2622,                0.77834,                 1.3842,             0.00094372,             0.00094372,             0.00094372
                    102,                0.94638,                0.47681,                 1.0563,                 0.6813,                0.73818,                0.73858,                0.47398,                 1.2612,                0.82324,                 1.3438,             0.00094062,             0.00094062,             0.00094062
                    103,                0.94651,                0.47603,                 1.0492,                0.73947,                0.72135,                0.76435,                0.49127,                 1.2525,                0.76221,                 1.3362,             0.00093753,             0.00093753,             0.00093753
                    104,                 0.9574,                0.47868,                 1.0566,                0.75185,                0.72826,                0.77528,                0.50242,                 1.2654,                0.76654,                 1.3855,             0.00093444,             0.00093444,             0.00093444
                    105,                 0.9504,                0.47162,                 1.0595,                0.71733,                0.75943,                0.77314,                0.49924,                 1.2633,                0.77546,                 1.3945,             0.00093134,             0.00093134,             0.00093134
                    106,                0.94509,                0.47347,                 1.0524,                0.72228,                0.74009,                0.77044,                0.49945,                 1.2556,                0.76717,                 1.3638,             0.00092825,             0.00092825,             0.00092825
                    107,                0.93395,                0.46787,                 1.0558,                0.73613,                0.73899,                0.77449,                0.49723,                 1.2651,                0.77381,                 1.3635,             0.00092516,             0.00092516,             0.00092516
                    108,                0.93046,                0.46297,                 1.0499,                0.74429,                0.71678,                0.75767,                0.48056,                 1.2871,                0.78763,                 1.4045,             0.00092206,             0.00092206,             0.00092206
                    109,                0.92368,                0.45996,                 1.0439,                0.73753,                0.73779,                 0.7603,                 0.4894,                 1.2596,                 0.7824,                 1.3541,             0.00091897,             0.00091897,             0.00091897
                    110,                0.91751,                0.45788,                 1.0376,                0.73447,                0.72232,                0.75195,                0.47779,                 1.2588,                0.77559,                 1.3476,             0.00091588,             0.00091588,             0.00091588
                    111,                0.92525,                0.45712,                 1.0411,                0.71784,                0.73811,                0.75498,                0.48695,                 1.2579,                0.78609,                 1.3544,             0.00091278,             0.00091278,             0.00091278
                    112,                0.92257,                0.46595,                 1.0383,                0.72392,                0.72705,                0.75866,                0.48648,                 1.2622,                0.77094,                 1.3327,             0.00090969,             0.00090969,             0.00090969
