                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                0.90171,                0.53881,                 1.0657,                0.74959,                0.73478,                0.78026,                 0.5076,                 1.2282,                 0.7214,                 1.3185,               0.008911,               0.008911,               0.008911
                     47,                0.90647,                0.53739,                 1.0589,                0.73834,                0.73638,                0.78425,                0.51599,                  1.212,                0.70901,                 1.3055,              0.0088863,              0.0088863,              0.0088863
                     48,                0.88529,                0.52736,                 1.0528,                0.72778,                0.76288,                0.78764,                0.51606,                 1.2299,                0.71347,                 1.3381,              0.0088615,              0.0088615,              0.0088615
                     49,                0.88835,                0.52929,                 1.0605,                0.74051,                 0.7516,                0.78269,                0.51266,                 1.2281,                0.72665,                 1.3793,              0.0088368,              0.0088368,              0.0088368
                     50,                 0.8768,                0.51779,                 1.0559,                0.73431,                0.72717,                0.77219,                0.50532,                 1.2153,                0.72395,                 1.3275,               0.008812,               0.008812,               0.008812
                     51,                0.87911,                0.52212,                 1.0504,                0.74939,                0.75187,                0.79736,                0.52911,                 1.2102,                0.70577,                 1.3175,              0.0087872,              0.0087872,              0.0087872
                     52,                0.86898,                0.51384,                 1.0483,                0.73918,                0.74742,                 0.7878,                0.51572,                  1.227,                0.72767,                 1.3584,              0.0087625,              0.0087625,              0.0087625
                     53,                0.87039,                0.51499,                  1.051,                0.72042,                0.75714,                0.78243,                0.51378,                 1.2336,                0.73878,                 1.3563,              0.0087378,              0.0087378,              0.0087378
                     54,                0.86581,                0.51002,                 1.0448,                0.74615,                0.76328,                0.78181,                0.51329,                  1.225,                0.72223,                 1.3566,               0.008713,               0.008713,               0.008713
                     55,                 0.8603,                 0.5044,                 1.0331,                0.73698,                0.74641,                0.78537,                0.51365,                 1.2272,                0.71748,                 1.3412,              0.0086882,              0.0086882,              0.0086882
                     56,                0.84693,                0.49165,                 1.0362,                0.75599,                0.73312,                0.78419,                0.51375,                 1.2283,                0.73311,                  1.356,              0.0086635,              0.0086635,              0.0086635
                     57,                0.84883,                0.49735,                 1.0414,                0.74373,                 0.7338,                0.77807,                0.51009,                 1.2151,                0.72976,                 1.3586,              0.0086388,              0.0086388,              0.0086388
                     58,                0.84046,                0.49917,                 1.0342,                0.75604,                0.74186,                0.78738,                0.51465,                 1.2258,                0.72364,                  1.371,               0.008614,               0.008614,               0.008614
                     59,                0.83852,                0.49047,                 1.0317,                0.72684,                0.77243,                0.79011,                0.51462,                 1.2323,                0.71649,                 1.3635,              0.0085893,              0.0085893,              0.0085893
                     60,                0.82817,                0.48767,                 1.0311,                0.75619,                0.74315,                0.78844,                0.51712,                 1.2306,                0.73001,                 1.4046,              0.0085645,              0.0085645,              0.0085645
                     61,                0.83473,                0.48865,                 1.0328,                0.74656,                0.72931,                0.77482,                0.50607,                 1.2282,                 0.7359,                 1.3854,              0.0085398,              0.0085398,              0.0085398
                     62,                 0.8192,                0.48139,                 1.0286,                0.74396,                0.74237,                0.78264,                0.51115,                 1.2335,                 0.7352,                 1.3913,               0.008515,               0.008515,               0.008515
                     63,                0.81144,                0.46614,                 1.0193,                0.73537,                0.74729,                0.77706,                0.50543,                 1.2273,                0.76046,                 1.3839,              0.0084903,              0.0084903,              0.0084903
                     64,                0.80674,                0.47756,                 1.0193,                0.76203,                0.72767,                0.78282,                0.51309,                 1.2262,                0.72934,                  1.351,              0.0084655,              0.0084655,              0.0084655
                     65,                0.80345,                0.47565,                 1.0178,                0.74163,                0.74876,                0.78278,                0.51315,                 1.2304,                0.73497,                 1.3841,              0.0084408,              0.0084408,              0.0084408
                     66,                0.79764,                0.46257,                 1.0199,                0.76176,                0.73013,                0.78892,                0.51382,                 1.2357,                0.72962,                 1.4122,               0.008416,               0.008416,               0.008416
                     67,                0.80432,                0.47086,                 1.0157,                0.74681,                0.72694,                 0.7763,                0.50765,                 1.2326,                0.75279,                 1.3629,              0.0083913,              0.0083913,              0.0083913
                     68,                0.79291,                0.45721,                  1.005,                0.74126,                0.74405,                0.78194,                0.51055,                 1.2328,                0.73945,                 1.3753,              0.0083665,              0.0083665,              0.0083665
                     69,                0.79018,                0.46079,                 1.0076,                0.74358,                0.75084,                0.78083,                0.51387,                 1.2264,                0.75381,                 1.4017,              0.0083418,              0.0083418,              0.0083418
                     70,                0.78364,                0.46193,                 1.0087,                0.74725,                0.72282,                 0.7655,                0.50183,                 1.2453,                0.75757,                 1.4102,               0.008317,               0.008317,               0.008317
